站点名称,经纬度,出入口个数（osm内可获取的）,五分钟步行等时圈面积(m²),五分钟步行等时圈周长(m),十分钟步行等时圈面积(m²),十分钟步行等时圈周长(m),五分钟等时圈,十分钟等时圈
西善桥,"(31.9682931, 118.7184774)",5,1103023.9984316926,4602.943590441831,5496610.501530433,9133.953310211396,True,True
