站点名称,经纬度,出入口个数（osm内可获取的）,五分钟步行等时圈面积(m²),五分钟步行等时圈周长(m),十分钟步行等时圈面积(m²),十分钟步行等时圈周长(m),五分钟等时圈,十分钟等时圈
云锦路,"(32.0370213, 118.742365)",3,2252474.285387045,5730.063015335595,9448721.521047985,11288.67944645958,True,True
