站点名称,经纬度,出入口个数（osm内可获取的）,五分钟步行等时圈面积(m²),五分钟步行等时圈周长(m),十分钟步行等时圈面积(m²),十分钟步行等时圈周长(m),五分钟等时圈,十分钟等时圈
南医大·江苏经贸学院,"(31.93567392234938, 118.8852699613103)",2,1925082.4556226565,5098.412255321658,7499516.428419295,10164.521720296518,True,True
