地块名称,地块周长,地块面积,POI总数,建筑总数,包含建筑ID
地块Block_0,81704.2308571025,105806.11106373019,6,6,[]
地块Block_1,351.7999339375033,1768.1417583794037,0,0,[]
地块Block_2,3329.141180242194,401794.54193158814,12,16,[]
地块Block_3,6232.597458608686,616014.9172342718,26,43,[]
地块Block_4,235.8946977559407,3046.4583262641804,1,1,[]
地块Block_5,170.24921626140235,906.1840105034271,0,1,[]
地块Block_6,654.0220282133578,21373.97105716064,2,3,[]
地块Block_7,563.8697027114018,5072.4802449040835,1,1,[]
地块Block_8,1119.8524194499619,35883.32687179245,0,0,[]
地块Block_9,980.2116141713423,7411.891645573432,0,0,[]
地块Block_10,2133.7037129177356,83188.67992654357,6,9,[]
地块Block_11,1524.7659719552444,147883.5163078001,1,1,[]
地块Block_12,1539.8756956190653,6113.992549708343,0,0,[]
地块Block_13,4315.338818062368,341890.03073471703,5,7,[]
地块Block_14,2201.989816880267,8814.208017577479,0,0,[]
地块Block_15,885.1151094344775,4189.258542653853,0,0,[]
地块Block_16,585.9376037887201,4271.464508119988,0,0,[]
地块Block_17,161.68053457811902,1620.0901185491962,0,0,[]
地块Block_18,731.3542728243025,6719.499981480861,0,0,[]
地块Block_19,163.41976101635248,1604.9450736333756,0,0,[]
地块Block_20,647.7310852790024,5964.828113342733,0,0,[]
地块Block_21,158.59285823161335,1506.828795337208,0,0,[]
地块Block_22,166.69886257311316,1656.8977214376303,0,0,[]
地块Block_23,367.8465806565952,7887.62362941258,0,0,[]
地块Block_24,534.7566144269867,4206.539091625641,0,0,[]
地块Block_25,1257.262129867409,7032.347736020597,0,0,[]
地块Block_26,1028.9820556838783,46692.54645079935,12,33,[]
地块Block_27,1080.3201102516487,5431.991908354546,0,0,[]
地块Block_28,539.228049157384,3697.199376483523,0,0,[]
地块Block_29,468.81420420757877,712.1738767413615,0,0,[]
地块Block_30,690.583042899702,3024.9814703228712,0,0,[]
地块Block_31,623.9181475559186,2528.203953159772,0,0,[]
地块Block_32,123.8523293768934,722.8543645381027,0,0,[]
地块Block_33,550.8310278122518,2155.8984922313975,0,0,[]
地块Block_34,1058.7954601722731,8377.028979500923,0,0,[]
地块Block_35,828.1200689240669,2799.6125609571623,0,0,[]
地块Block_36,858.0709726453752,2336.0095358842523,0,0,[]
地块Block_37,433.80779775084983,2153.8890743633583,0,0,[]
地块Block_38,1617.3242271502552,16120.775861931026,0,0,[]
地块Block_39,259.25962596764117,1335.0808737189443,0,0,[]
地块Block_40,1822.698412439548,8121.678936026974,2,3,[]
地块Block_41,569.2638184022767,2127.1301995194453,0,0,[]
地块Block_42,353.2360100023542,2009.5122266718304,0,0,[]
地块Block_43,577.4760581887091,5223.119574546857,0,0,[]
地块Block_44,1060.3074491329244,2557.231037164238,0,0,[]
地块Block_45,1578.2994864618822,4680.059679888434,0,0,[]
地块Block_46,536.6557602445865,1816.00092473117,0,0,[]
地块Block_47,569.5813621056199,7171.516352871585,0,1,[]
地块Block_48,768.9730048338334,8217.080050847702,0,0,[]
地块Block_49,553.0317149496082,4226.590329993172,0,0,[]
地块Block_50,512.8470015715707,1847.2488087199958,0,0,[]
地块Block_51,1777.0296828622215,169730.37531886157,2,2,[]
地块Block_52,1316.2952857279188,6005.481139709887,0,0,[]
地块Block_53,453.1498980731407,2265.2029634822966,0,0,[]
地块Block_54,458.55284283123865,16433.721541249408,0,0,[]
地块Block_55,708.4514671770532,911.2595540180403,1,1,[]
