站点名称,经纬度,出入口个数（osm内可获取的）,五分钟步行等时圈面积(m²),五分钟步行等时圈周长(m),十分钟步行等时圈面积(m²),十分钟步行等时圈周长(m),五分钟等时圈,十分钟等时圈
钟灵街,"(32.0416668, 118.8638447)",3,1549586.896164414,5077.624679795944,8035125.871398505,10999.13537968351,True,True
