站点名称,经纬度,出入口个数（osm内可获取的）,五分钟步行等时圈面积(m²),五分钟步行等时圈周长(m),十分钟步行等时圈面积(m²),十分钟步行等时圈周长(m),五分钟等时圈,十分钟等时圈
紫金山东,"(32.072776, 118.9011573)",2,819680.9836956067,4215.376384798082,6390568.174852909,9726.835788321228,True,True
